flight_1_from,flight_1_to,Flight_1_time,flight_1_price,flight_2_from,flight_2_to,Flight_2_time,flight_2_price
ADZ,MTR,03:05:27,1188.69,EJA,MTR,05:20:56,1115.24
CTG,SMR,09:56:28,578.32,UIB,UIB,16:06:42,1230.00
ADZ,SMR,08:10:01,572.15,CTG,BOG,08:29:53,718.85
LET,CLO,08:24:57,1038.15,BGA,LET,19:59:59,1478.27
SMR,BOG,00:32:08,750.90,MTR,BAQ,12:25:44,454.27
BGA,MDE,05:06:05,356.10,UIB,AUC,07:11:00,336.87
LET,CUC,19:57:39,402.96,PEI,BOG,00:36:31,413.66
PEI,EJA,18:02:13,514.28,AUC,EJA,04:04:59,1078.57
BGA,MTR,00:44:45,488.43,PEI,BOG,19:06:33,1135.64
MDE,EJA,01:01:01,1357.46,LET,CLO,14:09:13,1362.54
CUC,EJA,16:15:43,607.17,PEI,BGA,03:19:58,989.69
BOG,BGA,17:23:36,1392.10,CUC,MTR,19:38:14,906.76
ADZ,BAQ,00:48:11,1127.45,UIB,MTR,00:51:08,474.48
MDE,ADZ,13:27:45,1359.20,BGA,MDE,19:02:37,368.33
AUC,EJA,02:22:21,376.11,EJA,CUC,02:54:31,904.78
CLO,CLO,18:49:38,919.61,PEI,CLO,00:47:47,1405.64
BGA,LET,23:23:17,762.02,MDE,BAQ,01:45:58,934.35
UIB,SMR,10:05:03,840.35,ADZ,SMR,18:15:43,772.22
CTG,CTG,07:09:10,1486.78,BGA,PEI,04:11:14,1069.94
MDE,PEI,01:31:18,655.55,UIB,AUC,17:58:54,1169.85
MTR,ADZ,23:46:12,1138.08,LET,MDE,06:42:41,1338.60
BOG,CLO,20:37:38,1371.39,PEI,BOG,02:16:03,326.65
BAQ,CTG,23:33:31,537.26,ADZ,BGA,16:44:11,729.06
ADZ,EJA,15:19:14,1449.34,SMR,BAQ,18:32:48,524.90
LET,BGA,22:12:24,991.33,MDE,ADZ,10:02:52,1430.70
BOG,CTG,16:19:43,918.19,UIB,BOG,16:19:25,1344.29
MTR,BAQ,16:27:37,559.17,SMR,MDE,00:00:54,1332.22
MDE,MTR,17:03:30,1206.82,SMR,CLO,14:42:25,345.80
EJA,BOG,02:43:06,910.60,AUC,BOG,21:12:22,983.15
CTG,UIB,19:20:20,1302.48,EJA,MTR,14:23:06,905.64
PEI,BAQ,11:55:11,1222.94,MTR,SMR,05:17:19,1185.89
CLO,ADZ,11:19:34,1013.29,BGA,MDE,05:28:34,885.59
CUC,BAQ,11:54:55,479.64,AUC,CLO,12:02:51,1242.94
PEI,AUC,23:10:57,1290.76,CTG,CUC,16:27:11,795.53
PEI,UIB,12:36:22,879.45,CUC,BOG,11:18:28,1475.88
BGA,ADZ,03:51:36,1248.24,MDE,BGA,07:53:35,653.10
BAQ,BAQ,21:11:33,612.96,EJA,BOG,03:01:37,611.24
MTR,ADZ,01:01:57,324.50,BAQ,AUC,02:09:45,1268.59
UIB,CLO,02:25:10,1420.18,MTR,MTR,11:52:41,394.21
PEI,LET,05:06:50,912.18,CLO,BAQ,11:07:23,862.84
CUC,CUC,13:52:18,1381.01,CLO,ADZ,23:40:22,807.79
BOG,AUC,18:38:30,692.47,AUC,BOG,04:59:18,500.12
AUC,CTG,20:27:35,1207.11,PEI,LET,00:58:10,1376.16
LET,EJA,13:58:43,1468.26,ADZ,MTR,11:59:47,837.36
MTR,MDE,11:55:19,459.45,ADZ,CLO,04:51:57,541.32
BOG,LET,22:16:53,1216.32,AUC,MDE,05:05:16,625.02
BGA,SMR,06:51:50,609.23,AUC,CLO,04:55:27,398.89
MTR,MDE,18:33:15,839.66,AUC,CUC,22:42:55,719.67
MDE,CTG,07:49:35,1362.90,SMR,CLO,07:17:10,664.05
EJA,PEI,07:08:31,1141.39,CUC,LET,18:43:40,930.54
PEI,CTG,01:18:56,846.82,EJA,MDE,00:22:23,993.07
MTR,BAQ,04:04:27,482.86,BAQ,BOG,06:59:15,782.06
CUC,PEI,22:54:05,765.01,CTG,AUC,01:50:12,691.73
SMR,CTG,18:45:35,523.42,MDE,UIB,11:31:14,1072.39
BGA,CLO,23:46:05,817.14,UIB,BAQ,02:20:35,910.92
AUC,CLO,18:43:34,597.79,LET,BAQ,16:47:55,872.37
EJA,LET,07:42:50,321.32,AUC,SMR,12:20:33,1437.48
BOG,AUC,19:18:50,1108.54,BAQ,CUC,00:15:48,815.50
MDE,LET,16:00:28,1044.73,CUC,CLO,11:10:58,1014.08
CTG,AUC,02:00:29,410.79,CLO,ADZ,23:18:23,1187.73
BAQ,ADZ,00:56:27,709.91,MDE,LET,09:06:39,789.95
CUC,BAQ,02:45:44,840.61,PEI,ADZ,09:54:19,765.77
EJA,CLO,01:45:50,567.52,LET,CUC,20:52:36,1034.57
SMR,MDE,09:19:23,539.62,BGA,SMR,22:22:28,772.95
LET,CUC,06:46:26,487.70,SMR,PEI,01:14:24,976.67
EJA,ADZ,01:11:41,508.43,LET,EJA,11:43:35,661.97
UIB,MTR,02:44:10,1065.43,PEI,CLO,04:55:43,331.48
CLO,BGA,02:13:49,896.35,MDE,PEI,00:23:32,333.37
EJA,BOG,13:32:23,849.50,BOG,CTG,06:51:35,536.61
CUC,MTR,16:00:22,416.85,EJA,ADZ,12:02:56,1196.97
CTG,BAQ,19:37:47,671.36,CLO,MDE,04:11:05,439.78
CLO,AUC,16:41:15,654.40,ADZ,MTR,01:56:06,722.05
BGA,CTG,23:38:20,1231.28,CUC,BAQ,17:54:04,521.67
BGA,BAQ,20:37:39,516.43,MDE,MDE,19:31:23,1071.49
EJA,MTR,13:41:39,1150.08,BAQ,PEI,22:40:24,956.29
UIB,MTR,08:24:24,667.52,LET,CUC,20:51:24,1173.67
LET,ADZ,06:38:22,1291.85,PEI,PEI,08:08:31,772.09
PEI,AUC,18:51:16,471.50,LET,LET,02:08:19,1213.01
EJA,BOG,01:59:38,1308.44,ADZ,PEI,07:46:17,1472.59
EJA,BAQ,09:14:31,1438.56,LET,AUC,10:37:28,931.03
BAQ,LET,05:15:09,1192.76,MTR,CTG,01:41:38,842.10
BGA,BAQ,10:09:35,504.60,MTR,SMR,21:12:19,1315.71
ADZ,LET,10:57:01,594.20,MDE,ADZ,03:39:42,978.89
BAQ,ADZ,03:56:14,347.97,UIB,CUC,06:21:01,1131.96
AUC,BGA,11:02:05,323.21,CUC,CUC,21:32:09,770.38
CUC,MTR,04:49:40,447.74,CTG,PEI,05:02:24,442.63
BGA,BOG,21:09:51,1314.16,PEI,ADZ,05:03:53,1318.36
UIB,BOG,03:38:53,1157.71,MTR,PEI,04:25:59,1394.81
CUC,EJA,11:18:25,648.79,UIB,CLO,00:10:51,702.44
BAQ,BGA,15:26:47,1012.45,UIB,CUC,03:49:45,303.15
CUC,PEI,12:57:37,901.27,MDE,UIB,04:23:27,630.61
CTG,BOG,06:46:38,1287.07,SMR,CLO,13:48:23,1334.96
SMR,PEI,05:33:02,1063.19,ADZ,CLO,13:02:43,1121.76
ADZ,MDE,19:19:06,820.64,PEI,MDE,02:17:20,1344.97
BOG,LET,13:29:38,904.14,BAQ,CTG,11:02:55,436.89
BGA,MTR,17:58:11,1265.65,BOG,ADZ,20:08:21,487.54
MTR,CUC,06:13:12,1340.34,MTR,BAQ,08:29:52,534.02
CLO,SMR,03:32:23,1138.14,BOG,CUC,21:33:03,802.81
ADZ,UIB,12:02:21,1017.61,CLO,CLO,12:22:15,1250.55
BGA,SMR,09:04:45,1402.92,EJA,CTG,23:45:34,1296.40
BGA,CUC,13:47:09,302.64,BGA,CTG,13:31:19,1491.56
MDE,BAQ,01:12:14,1330.94,BGA,BAQ,11:16:41,1480.25
CUC,BAQ,00:58:16,1014.57,EJA,MTR,21:13:54,607.10
MDE,PEI,22:05:16,1443.08,CTG,MDE,16:33:03,1362.22
CTG,AUC,10:06:10,880.06,CLO,EJA,19:16:39,1214.97
CUC,ADZ,18:43:25,1065.41,CLO,CUC,13:14:12,493.95
AUC,CTG,20:03:35,1096.30,EJA,BOG,00:17:59,814.82
ADZ,CLO,21:44:46,1254.86,SMR,SMR,03:18:37,718.73
CUC,ADZ,19:52:10,899.44,BGA,UIB,02:48:48,824.58
PEI,CUC,17:52:32,951.30,BOG,BOG,02:34:23,1483.05
LET,UIB,18:20:27,394.08,LET,BOG,02:58:40,930.81
SMR,BOG,15:45:40,1308.12,CUC,ADZ,23:21:30,774.02
ADZ,SMR,17:04:34,1477.67,MTR,AUC,20:40:30,717.59
PEI,CUC,10:40:30,1465.01,CUC,LET,18:32:06,1058.65
CUC,LET,03:35:16,1020.44,CTG,EJA,10:51:03,1072.34
SMR,UIB,08:47:18,315.15,ADZ,CUC,05:09:21,519.42
ADZ,CTG,10:35:24,480.86,CUC,CTG,01:05:58,403.44
ADZ,BOG,11:00:43,1413.14,CTG,CLO,17:58:04,1473.53
BOG,BOG,07:13:53,333.06,MDE,MTR,04:05:10,527.57
CUC,UIB,04:09:11,1497.43,MDE,SMR,22:01:48,1231.50
ADZ,CTG,23:19:33,1062.53,SMR,CTG,17:45:27,965.77
BOG,CUC,02:51:06,853.79,PEI,BAQ,12:25:36,806.53
LET,UIB,11:57:20,1406.41,LET,CUC,13:19:56,802.00
CTG,UIB,08:19:03,562.71,ADZ,BGA,06:01:49,1076.83
BOG,BAQ,08:25:01,655.71,CLO,UIB,02:03:07,973.51
SMR,CTG,00:51:11,728.23,EJA,BOG,13:13:00,1409.88
CTG,ADZ,02:47:03,793.76,SMR,CUC,13:31:01,916.23
CLO,MTR,11:20:36,1343.31,CTG,AUC,15:17:31,1098.68
PEI,MDE,23:18:24,532.12,CTG,SMR,15:40:21,589.35
UIB,BGA,19:11:44,476.40,SMR,LET,21:26:12,879.24
BGA,BOG,01:09:24,1090.14,CTG,SMR,19:37:35,1191.94
CLO,UIB,18:00:40,631.90,SMR,MTR,11:26:24,547.50
LET,CLO,05:10:37,849.88,MDE,SMR,12:54:33,672.58
CLO,SMR,03:34:00,434.11,UIB,CUC,01:25:22,399.79
ADZ,MTR,00:32:30,467.57,LET,SMR,20:52:45,1059.88
PEI,BOG,15:49:17,1371.73,PEI,BAQ,11:39:12,834.44
CTG,CLO,04:33:53,1189.99,UIB,ADZ,12:18:05,931.10
SMR,ADZ,14:16:05,634.71,MTR,EJA,01:32:28,1235.08
EJA,MDE,21:57:50,1140.15,CUC,SMR,16:47:55,931.26
CLO,ADZ,22:27:07,886.91,SMR,MDE,20:14:56,1473.78
MDE,CUC,13:32:55,1312.24,MDE,EJA,12:37:00,597.53
EJA,LET,01:57:23,538.65,MTR,BOG,20:35:28,789.76
UIB,CTG,13:12:58,1164.97,MTR,CTG,02:10:57,669.56
CLO,MDE,07:27:19,1383.40,BGA,SMR,17:23:49,714.27
EJA,AUC,14:23:31,303.10,ADZ,BAQ,12:12:40,1453.43
PEI,CUC,20:54:57,721.57,BOG,EJA,14:36:08,563.09
PEI,PEI,03:28:19,1094.96,UIB,MDE,13:10:03,1420.75
BOG,LET,13:08:34,778.87,BAQ,ADZ,03:34:30,793.90
MTR,BGA,17:52:45,576.51,LET,AUC,07:03:30,1431.03
BAQ,AUC,01:49:48,306.46,CUC,CLO,01:51:51,1447.77
BOG,CLO,21:35:22,302.36,ADZ,CLO,00:56:05,1198.38
AUC,LET,22:46:53,383.29,ADZ,MTR,06:41:39,1047.55
BAQ,BOG,15:09:27,928.26,BGA,MTR,06:30:00,612.59
LET,BOG,12:46:12,1147.87,LET,CLO,02:23:43,1143.71
BGA,MDE,17:01:40,1461.95,EJA,LET,23:12:12,623.16
AUC,MDE,01:40:09,531.83,AUC,CLO,19:06:01,1429.34
PEI,PEI,16:14:45,1480.20,MTR,SMR,01:47:15,619.72
BGA,BOG,04:54:10,1245.04,ADZ,MTR,06:12:10,1044.79
CLO,PEI,11:10:36,917.88,MTR,BOG,14:27:24,395.68
CUC,CLO,10:28:12,343.94,PEI,BOG,18:45:49,613.55
SMR,BGA,18:42:04,1113.61,PEI,CLO,02:41:42,1154.74
SMR,BGA,13:00:14,687.69,UIB,UIB,10:19:34,830.13
CUC,CTG,09:47:30,713.36,ADZ,PEI,01:49:24,558.94
CLO,BAQ,14:23:31,750.74,CTG,BOG,05:36:36,975.62
BOG,LET,10:56:12,1339.43,SMR,LET,21:52:17,1415.47
CLO,EJA,12:07:05,565.20,BGA,MDE,16:07:32,582.69
BAQ,LET,21:55:15,1440.64,CUC,CLO,23:33:07,993.71
BGA,BGA,14:04:11,359.59,PEI,BOG,17:23:47,1459.80
BAQ,MDE,04:36:45,357.00,MDE,BAQ,21:03:28,1299.32
LET,EJA,06:49:03,651.52,EJA,AUC,23:55:41,1409.42
PEI,CLO,21:34:17,621.14,MDE,MDE,16:57:30,430.03
BAQ,AUC,09:46:17,1180.63,BOG,LET,10:27:47,1007.80
SMR,SMR,19:31:28,664.81,BOG,BOG,07:15:13,1066.05
MDE,SMR,19:23:39,926.64,MDE,LET,22:26:51,986.98
CLO,UIB,08:25:06,711.00,MDE,EJA,21:50:52,373.51
BAQ,UIB,04:25:53,649.49,MTR,BAQ,16:44:35,563.86
SMR,CUC,19:34:53,1428.98,SMR,EJA,09:15:18,1254.10
EJA,MTR,18:55:54,754.43,BAQ,MDE,11:02:32,726.98
CUC,ADZ,18:15:58,1122.50,CLO,CUC,15:19:26,631.75
BOG,BGA,19:28:09,1139.20,BGA,PEI,16:45:06,1272.65
PEI,SMR,17:57:44,903.54,BOG,PEI,21:07:58,1123.77
MDE,CLO,08:33:37,926.31,BOG,UIB,01:45:31,359.56
MTR,ADZ,05:49:31,933.55,BAQ,EJA,12:48:43,731.61
PEI,CTG,03:03:47,1337.43,MDE,ADZ,21:21:48,625.08
CUC,MDE,15:18:42,632.13,LET,CTG,23:54:29,708.96
ADZ,BOG,15:53:21,1231.80,EJA,CTG,17:34:42,587.73
AUC,SMR,08:37:48,1282.32,PEI,ADZ,15:36:12,820.27
CLO,BGA,19:26:59,534.01,BOG,CTG,10:03:27,1040.92
CTG,SMR,21:11:50,1152.42,LET,BAQ,02:00:30,1493.80
PEI,CTG,08:33:48,1034.36,BAQ,MTR,10:02:13,1241.74
BAQ,CLO,10:38:04,805.03,PEI,MTR,07:46:27,593.98
CUC,MTR,15:27:10,1046.33,MTR,MDE,01:30:25,944.22
CTG,EJA,09:31:46,1342.15,SMR,BGA,14:22:53,799.98
MTR,MDE,01:05:02,807.63,BOG,BGA,17:08:48,582.45
ADZ,LET,22:23:05,434.16,CLO,CUC,12:09:13,799.58
EJA,BAQ,01:32:32,770.56,EJA,PEI,18:20:04,820.13
MDE,MDE,15:47:49,769.72,MDE,EJA,04:41:58,399.71
BOG,UIB,12:43:16,870.51,MDE,BOG,22:32:39,350.41
BAQ,BGA,15:06:12,1123.13,SMR,LET,00:47:56,529.63
SMR,EJA,14:37:33,1475.04,BAQ,BOG,15:17:57,1048.53
AUC,BGA,09:16:40,939.91,CLO,ADZ,20:58:52,1223.54
ADZ,CTG,16:34:54,1463.53,EJA,LET,07:01:36,683.66
EJA,BOG,00:59:24,740.20,UIB,AUC,01:22:00,335.41
UIB,UIB,20:50:40,517.56,CUC,BAQ,01:37:55,1106.17
BGA,LET,00:54:00,613.51,CUC,AUC,01:46:19,1108.04
BOG,MTR,09:04:30,1018.57,EJA,LET,07:59:17,374.60
BOG,LET,17:16:35,355.94,LET,CTG,18:14:17,392.04
BGA,PEI,23:32:49,881.46,BAQ,BAQ,04:51:38,1310.70
PEI,BGA,19:44:55,1489.18,BAQ,CLO,13:39:54,376.75
CLO,EJA,07:57:32,599.10,ADZ,MDE,10:05:45,691.65
ADZ,BGA,17:40:31,1340.45,BOG,LET,05:39:51,374.32
CLO,AUC,06:41:50,975.34,PEI,EJA,02:20:41,1240.07
AUC,CUC,02:08:43,1190.73,EJA,PEI,10:17:07,1132.45
UIB,CLO,06:31:56,1099.33,UIB,CUC,19:24:26,309.62
PEI,ADZ,17:58:18,1238.80,CLO,SMR,08:51:36,1358.33
MTR,SMR,01:04:13,943.76,BAQ,AUC,15:48:42,499.89
UIB,BOG,12:34:48,745.02,CTG,ADZ,06:48:46,1106.91
MDE,LET,01:40:36,717.38,BGA,PEI,07:27:41,1389.89
BAQ,EJA,23:24:34,1253.53,MTR,PEI,23:30:28,1337.49
UIB,CUC,07:42:57,1054.28,PEI,EJA,12:19:26,1249.93
UIB,BAQ,08:23:06,331.45,BAQ,EJA,06:16:23,779.71
SMR,MDE,06:44:05,805.22,CLO,MDE,03:23:18,343.25
AUC,UIB,02:40:43,361.59,SMR,LET,09:29:55,778.48
SMR,AUC,21:46:54,751.80,CTG,CLO,14:46:36,528.73
CLO,BAQ,05:49:33,820.86,EJA,UIB,04:54:53,621.07
CLO,EJA,02:14:08,709.46,LET,ADZ,05:17:17,510.93
MDE,EJA,04:12:20,505.30,PEI,CTG,05:24:47,1334.68
UIB,MTR,07:58:03,1496.27,BOG,ADZ,15:14:17,1096.46
EJA,BAQ,02:19:59,520.80,EJA,BOG,06:27:55,410.76
PEI,LET,16:04:51,1405.05,EJA,AUC,03:52:42,724.82
ADZ,BGA,21:40:36,1301.14,BGA,ADZ,11:20:03,1357.61
UIB,CLO,09:58:32,381.82,AUC,CTG,13:55:58,542.04
AUC,CTG,01:10:27,1387.03,SMR,ADZ,15:52:49,524.84
CUC,AUC,20:29:04,657.07,PEI,ADZ,00:55:44,1064.37
CTG,AUC,19:12:35,445.58,ADZ,UIB,09:15:15,1105.57
BOG,CTG,04:17:28,337.73,LET,UIB,08:26:27,1428.78
BAQ,AUC,23:01:35,317.80,LET,CLO,06:45:58,531.52
BGA,BOG,04:56:38,1079.78,BGA,ADZ,01:08:05,895.24
SMR,ADZ,02:46:44,340.18,CLO,MDE,11:37:30,613.63
UIB,CTG,12:34:17,1191.60,MDE,BOG,12:48:07,1220.74
LET,CLO,16:55:08,753.19,BOG,BGA,01:28:27,322.38
UIB,BAQ,04:08:54,1188.61,PEI,AUC,01:13:32,933.63
UIB,BAQ,16:50:32,736.01,ADZ,ADZ,04:27:48,1265.48
CUC,SMR,19:55:51,937.82,ADZ,CLO,01:49:54,781.92
BAQ,BOG,07:54:01,757.36,ADZ,BOG,15:11:55,964.99
AUC,BGA,15:08:03,588.74,CLO,BGA,06:04:37,1430.12
MTR,PEI,15:34:05,664.67,CUC,EJA,17:26:04,1089.57
MDE,LET,18:54:42,881.04,BGA,LET,02:30:20,1421.42
CUC,BAQ,22:44:47,1453.96,MDE,BGA,00:45:57,770.94
BAQ,UIB,02:48:41,385.96,SMR,MDE,07:08:39,1045.52
LET,LET,21:04:57,1385.36,ADZ,SMR,09:53:05,498.18
CTG,MTR,03:18:48,1379.20,UIB,MTR,05:56:28,782.92
PEI,MDE,00:24:19,923.51,ADZ,ADZ,09:56:12,1400.48
ADZ,BGA,18:24:33,1170.65,EJA,CLO,13:44:35,983.85
PEI,ADZ,20:37:53,1338.27,PEI,CUC,07:07:08,401.51
LET,PEI,12:23:30,973.16,AUC,CUC,16:59:24,1210.49
EJA,SMR,16:26:47,1191.40,EJA,CTG,18:28:22,354.65
ADZ,UIB,22:14:41,1160.85,CLO,BAQ,11:49:33,663.90
MTR,BAQ,00:54:43,1209.06,BOG,SMR,14:58:18,899.35
CUC,UIB,22:41:46,301.34,CLO,AUC,17:40:23,689.94
BAQ,MDE,21:14:26,1155.90,CTG,UIB,12:21:52,428.57
BGA,LET,09:26:25,531.40,EJA,UIB,23:54:41,430.04
BOG,MDE,06:57:47,372.41,PEI,BOG,12:06:47,1472.18
BAQ,MTR,15:22:27,860.63,CLO,UIB,06:44:41,390.22
MTR,CUC,21:57:46,1190.70,SMR,BAQ,15:17:31,593.22
PEI,MTR,11:15:15,1212.39,PEI,BAQ,21:31:46,1479.77
ADZ,PEI,17:36:26,1355.91,PEI,LET,13:08:19,479.18
CLO,ADZ,04:22:13,1022.92,CLO,UIB,10:41:58,1149.80
BOG,LET,01:26:24,1229.16,BAQ,BOG,13:02:43,748.67
MDE,UIB,06:06:45,773.14,AUC,BAQ,22:14:10,1136.54
EJA,SMR,10:43:21,1149.10,PEI,UIB,04:14:23,439.80
BOG,ADZ,05:02:53,1092.47,BAQ,LET,23:26:03,556.10
SMR,BAQ,02:21:06,1196.51,CTG,LET,19:01:34,1253.48
CLO,BOG,01:59:47,384.48,BGA,CTG,07:52:47,392.08
EJA,MDE,11:07:14,1061.54,SMR,LET,22:47:06,573.09
PEI,LET,16:05:24,745.12,PEI,CTG,17:30:35,1339.23
LET,UIB,07:44:43,1047.68,BAQ,BGA,02:09:10,433.59
ADZ,AUC,15:03:16,1032.92,MDE,BGA,07:27:00,809.59
EJA,LET,11:26:42,740.47,CUC,MTR,05:45:38,547.34
UIB,BOG,14:17:49,1426.94,ADZ,CTG,05:51:03,547.18
CLO,CLO,17:02:31,777.54,CUC,ADZ,23:45:13,1083.93
AUC,SMR,03:51:53,400.73,BOG,MDE,13:25:16,461.17
UIB,MDE,12:55:51,942.76,CLO,SMR,00:20:50,1339.25
LET,BAQ,13:28:36,1095.05,CUC,BOG,21:42:03,856.61
CTG,CLO,21:34:22,873.20,BGA,EJA,16:05:15,1382.05
PEI,BGA,12:01:15,1265.85,AUC,EJA,05:45:51,398.24
CLO,BGA,07:08:22,753.64,MTR,BAQ,01:26:12,726.67
CLO,CTG,14:03:26,1193.32,LET,BAQ,04:08:19,838.85
BGA,SMR,13:07:53,1351.53,AUC,LET,05:58:52,1265.52
UIB,CLO,10:07:01,831.71,BAQ,CUC,03:23:30,623.16
BGA,EJA,10:22:46,1216.34,CUC,CUC,16:12:33,1264.74
EJA,MTR,01:27:47,380.16,LET,MDE,21:47:44,1035.62
CTG,CUC,04:44:08,992.31,MDE,BAQ,20:46:06,667.13
BOG,CTG,15:20:16,709.77,ADZ,ADZ,00:22:08,1205.96
EJA,PEI,06:20:36,730.32,PEI,BAQ,19:32:15,737.71
BGA,BAQ,16:24:42,1079.84,CTG,CTG,02:33:46,592.02
SMR,CTG,13:31:34,1346.09,MTR,CTG,09:14:50,1486.60
BGA,LET,05:19:16,903.79,MDE,MDE,16:59:47,545.31
BAQ,SMR,05:56:20,1204.85,PEI,MTR,12:02:12,1253.41
BAQ,UIB,08:13:07,561.43,BGA,BOG,10:45:14,989.29
BGA,UIB,06:02:38,580.62,BOG,CTG,17:07:24,980.77
BAQ,EJA,22:48:30,934.88,LET,UIB,04:25:24,748.25
EJA,BGA,03:51:06,1429.28,MDE,CUC,06:39:35,308.70
CUC,ADZ,18:05:15,520.78,MTR,CUC,15:48:26,714.15
CLO,UIB,17:04:39,365.27,ADZ,LET,22:59:39,492.86
BOG,MTR,12:32:44,1416.07,SMR,BAQ,21:08:14,318.94
BOG,BGA,20:21:00,478.82,LET,EJA,05:29:10,921.40
EJA,CTG,11:20:21,974.93,ADZ,ADZ,22:18:39,843.56
CLO,CUC,04:19:03,1357.00,CTG,ADZ,06:33:43,834.53
AUC,CUC,08:52:41,778.20,AUC,MDE,11:49:24,417.41
SMR,MDE,12:54:18,1257.74,BGA,EJA,08:39:55,358.22
BAQ,SMR,09:38:09,1432.05,MTR,BGA,20:36:04,302.65
CTG,CUC,07:24:16,433.90,CUC,UIB,09:48:18,984.54
MTR,MTR,23:06:43,945.63,CTG,PEI,16:04:35,996.34
MDE,BGA,17:40:50,1462.45,LET,CTG,23:18:30,372.98
ADZ,BAQ,14:06:52,981.51,AUC,LET,14:36:16,689.96
MDE,CTG,16:53:44,790.20,CUC,LET,18:29:01,662.84
CTG,CUC,22:00:37,641.64,PEI,MTR,14:12:02,439.60
MTR,ADZ,02:16:46,685.82,CLO,LET,09:11:39,1159.04
ADZ,LET,18:12:56,827.81,BGA,AUC,10:10:52,1373.22
MDE,BOG,09:13:26,615.97,BGA,AUC,11:48:15,1486.63
LET,BGA,21:29:02,620.68,CLO,LET,00:45:35,1418.36
LET,BOG,19:17:58,1091.44,LET,CLO,23:37:30,753.45
SMR,MTR,06:30:12,1401.30,CUC,SMR,06:22:23,486.11
SMR,BAQ,10:16:50,1074.59,LET,CTG,05:28:12,1027.17
ADZ,BGA,21:43:59,1364.68,EJA,BGA,11:29:11,483.27
EJA,EJA,03:36:00,658.28,BAQ,PEI,07:34:08,552.39
UIB,ADZ,16:25:59,578.69,CTG,CTG,03:40:48,459.77
CUC,LET,20:08:49,1090.16,BOG,AUC,21:05:25,1461.12
PEI,BOG,04:53:04,1158.82,MTR,CTG,16:27:05,1300.43
BAQ,LET,04:57:00,352.32,LET,CLO,00:36:53,798.20
PEI,SMR,13:02:16,849.99,SMR,MTR,10:05:50,606.11
LET,CUC,07:04:04,594.32,PEI,BAQ,22:40:31,450.95
ADZ,UIB,15:41:20,482.52,MTR,EJA,13:30:29,1191.07
CLO,BOG,22:53:36,678.85,BGA,UIB,02:54:38,376.03
LET,CTG,00:34:24,322.78,BAQ,CLO,04:02:34,859.55
UIB,MTR,13:50:56,1250.95,AUC,MDE,18:40:27,1062.49
ADZ,CTG,01:58:25,677.85,AUC,BOG,08:53:52,481.75
BAQ,PEI,03:59:58,1476.63,ADZ,PEI,01:26:12,476.34
AUC,EJA,18:56:07,313.85,MDE,CTG,06:15:03,666.81
CUC,SMR,11:28:28,1496.92,BGA,MTR,14:26:51,1136.93
AUC,BGA,16:55:34,1296.34,CUC,AUC,09:12:10,893.84
EJA,SMR,03:24:54,1404.13,ADZ,CTG,02:02:33,863.50
MTR,ADZ,13:37:44,657.73,CTG,EJA,19:47:57,1066.29
BAQ,UIB,19:26:10,489.39,BGA,AUC,13:55:45,1356.91
BAQ,BAQ,00:56:32,1071.32,UIB,LET,02:47:01,1401.57
BAQ,BGA,04:19:51,851.48,EJA,BOG,22:33:00,1002.31
SMR,AUC,05:34:48,744.16,ADZ,LET,07:30:15,718.41
MTR,UIB,22:46:48,1177.88,MDE,AUC,06:26:50,382.89
MTR,BGA,06:07:49,1071.07,BOG,EJA,12:39:38,333.05
BAQ,BOG,20:25:19,640.98,ADZ,CUC,05:51:47,1284.11
MTR,ADZ,02:50:33,1068.63,CTG,ADZ,05:44:58,446.19
BOG,MDE,22:58:22,308.21,CLO,AUC,14:33:19,1103.18
BGA,LET,16:49:16,420.52,BGA,BAQ,10:16:18,592.32
EJA,CTG,17:15:00,1177.26,EJA,MDE,01:12:47,1376.60
AUC,CUC,02:21:15,831.05,UIB,CUC,22:39:12,1370.90
MTR,MDE,21:57:42,1320.36,UIB,CLO,05:10:39,1250.96
BAQ,CLO,19:40:03,806.82,EJA,BAQ,04:26:34,337.90
EJA,ADZ,19:39:17,1489.69,MDE,CLO,05:44:11,1280.61
BGA,CUC,07:21:52,520.88,BOG,UIB,20:22:02,1407.66
CUC,UIB,03:00:47,383.18,MTR,AUC,18:10:25,627.05
BAQ,CUC,05:14:39,1376.06,MDE,SMR,03:47:36,1206.36
AUC,LET,06:12:57,789.09,PEI,PEI,20:25:23,678.91
PEI,MDE,06:24:38,1138.23,BAQ,MTR,07:44:42,1413.03
UIB,BAQ,09:01:24,933.29,BGA,AUC,11:58:35,360.57
EJA,UIB,03:14:34,326.03,CUC,EJA,11:19:43,1188.34
CUC,BAQ,14:27:34,1035.07,BAQ,CTG,09:27:13,717.86
MTR,PEI,03:23:57,716.23,MDE,EJA,11:33:40,1037.31
MTR,UIB,11:53:24,701.93,MDE,UIB,02:52:02,530.79
CUC,CLO,21:27:34,879.28,AUC,PEI,09:06:52,686.73
BGA,ADZ,14:24:05,914.75,UIB,MDE,23:53:28,959.44
LET,MTR,16:30:21,697.97,BAQ,BOG,06:59:09,1112.28
ADZ,EJA,03:33:48,698.52,CTG,ADZ,05:18:45,898.18
CTG,MTR,09:44:22,775.24,CLO,MTR,13:39:45,1324.60
CUC,SMR,13:50:36,1073.92,LET,MDE,13:09:17,1221.12
